yongzheng_emperor	children	james_otis	-1
yongzheng_emperor	children	qianlong_emperor	1
leopold_ii_holy_roman_emperor	children	princess_alexandrine_of_prussia	-1
leopold_ii_holy_roman_emperor	children	archduke_joseph_of_austria_palatine_of_hungary	1
john_of_gaunt_1st_duke_of_lancaster	children	empress_jito	-1
john_of_gaunt_1st_duke_of_lancaster	children	philippa_of_lancaster	1
charles_i_of_england	children	sirabhorn_sobhon	-1
charles_i_of_england	children	princess_elizabeth_of_england	1
carlos_maria_de_alvear	children	antonia_major	-1
carlos_maria_de_alvear	children	torcuato_de_alvear	1
nazli_sabri	children	rosemary_kennedy	-1
nazli_sabri	children	farouk_of_egypt	1
louis_ix_of_france	children	siegfried_wagner	-1
louis_ix_of_france	children	philip_iii_of_france	1
gustavus_adolphus_of_sweden	children	mary_of_burgundy	-1
gustavus_adolphus_of_sweden	children	christina_of_sweden	1
anne_marie_martinozzi	children	john_of_austria_the_younger	-1
anne_marie_martinozzi	children	louis_armand_i_prince_of_conti	1
maria_alexandrovna_of_hesse	children	margaret_plantagenet	-1
maria_alexandrovna_of_hesse	children	grand_duke_nicholas_alexandrovich_of_russia	1
augusta_of_saxe-weimar	children	archduchess_maria_beatrix_of_austria_este	-1
augusta_of_saxe-weimar	children	princess_louise_of_prussia	1
amenemhat_ii	children	joseph_p_kennedy_sr	-1
amenemhat_ii	children	senusret_ii	1
henry_iv_of_england	children	bahadur_shah_i	-1
henry_iv_of_england	children	henry_v_of_england	1
ferdinand_maria_elector_of_bavaria	children	edward_vii_of_the_united_kingdom	-1
ferdinand_maria_elector_of_bavaria	children	joseph_clemens_of_bavaria	1
chulalongkorn	children	patriarch_ignatios_of_constantinople	-1
chulalongkorn	children	sirabhorn_sobhon	1
frederick_william_i_of_prussia	children	philip_ii_of_france	-1
frederick_william_i_of_prussia	children	frederick_ii_of_prussia	1
lovisa_of_sweden	children	tsarevich_alexei_nikolaevich_of_russia	-1
lovisa_of_sweden	children	haakon_vii_of_norway	1
james_henry_hackett	children	james_bell_1805	-1
james_henry_hackett	children	james_keteltas_hackett	1
albert_ii_of_germany	children	irene_doukaina_laskarina	-1
albert_ii_of_germany	children	anne_duchess_of_luxembourg	1
kitiyakara_voralaksana	children	frederick_dent_grant	-1
kitiyakara_voralaksana	children	nakkhatra_mangkala_kitiyakara	1
bezmialem	children	grand_duke_peter_nicolaievich_of_russia	-1
bezmialem	children	abdulmecid	1
john_v_palaiologos	children	anna_of_habsburg	-1
john_v_palaiologos	children	manuel_ii_palaiologos	1
louis_vii_of_france	children	umberto_i_of_italy	-1
louis_vii_of_france	children	philip_ii_of_france	1
prince_heinrich_of_prussia	children	prince_bertil_duke_of_halland	-1
prince_heinrich_of_prussia	children	prince_waldemar_of_prussia_kiel	1
matilda_of_flanders	children	charles_lennox_2nd_duke_of_richmond	-1
matilda_of_flanders	children	henry_i_of_england	1
benjamin_peirce	children	haakon_ii_of_norway	-1
benjamin_peirce	children	charles_peirce	1
archduke_carl_ludwig_of_austria	children	oswiu_of_northumbria	-1
archduke_carl_ludwig_of_austria	children	archduke_franz_ferdinand_of_austria	1
jacopo_bellini	children	dara_shikoh	-1
jacopo_bellini	children	giovanni_bellini	1
maximilian_ii_emanuel_elector_of_bavaria	children	joseph_clemens_of_bavaria	-1
maximilian_ii_emanuel_elector_of_bavaria	children	johann_theodor_of_bavaria	1
richard_de_clare_2nd_earl_of_pembroke	children	george_iv_of_the_united_kingdom	-1
richard_de_clare_2nd_earl_of_pembroke	children	isabel_de_clare_4th_countess_of_pembroke	1
bela_iii_of_hungary	children	thomas_spurgeon	-1
bela_iii_of_hungary	children	constance_of_hungary	1
charles_spurgeon	children	harriot_eaton_stanton_blatch	-1
charles_spurgeon	children	thomas_spurgeon	1
louis_duke_of_savoy	children	maria_of_habsburg_archduchess_of_austria	-1
louis_duke_of_savoy	children	jacques_duke_of_savoy	1
p_j_kennedy	children	marie_elisabeth_of_valois	-1
p_j_kennedy	children	joseph_p_kennedy_sr	1
louis_duke_of_nemours	children	elizabeth_of_bohemia	-1
louis_duke_of_nemours	children	gaston_comte_deu	1
mahmud_ii	children	stephen_fox_strangways_1st_earl_of_ilchester	-1
mahmud_ii	children	abdulmecid	1
hortense_de_beauharnais	children	ludwig_i_of_bavaria	-1
hortense_de_beauharnais	children	napoleon_iii_of_france	1
alexandra_fyodorovna_of_hesse	children	eleanor_of_england	-1
alexandra_fyodorovna_of_hesse	children	tsarevich_alexei_nikolaevich_of_russia	1
nathan_mayer_rothschild	children	ferdinand_iii_of_castile	-1
nathan_mayer_rothschild	children	lionel_de_rothschild	1
chulalongkorn	children	maria_josepha_of_portugal	-1
chulalongkorn	children	kitiyakara_voralaksana	1
francis_ii_holy_roman_emperor	children	harald_bohr	-1
francis_ii_holy_roman_emperor	children	archduchess_marie_caroline_of_austria	1
charles_ii_of_austria	children	prince_waldemar_of_prussia_kiel	-1
charles_ii_of_austria	children	anna_of_habsburg	1
maria_theresa_of_austria	children	kitiyakara_voralaksana	-1
maria_theresa_of_austria	children	archduchess_maria_josepha_of_austria	1
benjamin_guinness	children	franz_i_prince_of_liechtenstein	-1
benjamin_guinness	children	edward_guinness_1st_earl_of_iveagh	1
george_v_of_the_united_kingdom	children	nadejda_mountbatten_marchioness_of_milford_haven	-1
george_v_of_the_united_kingdom	children	prince_george_duke_of_kent	1
leonard_jerome	children	bianca_maria_visconti	-1
leonard_jerome	children	jennie_churchill	1
j_presper_eckert	children	prince_frederick_of_prussia	-1
j_presper_eckert	children	j_presper_eckert	1
ferdinand_ii_of_portugal	children	william_v_prince_of_orange	-1
ferdinand_ii_of_portugal	children	infante_joao_duke_of_beja	1
john_drew	children	hortense_de_beauharnais	-1
john_drew	children	john_drew_jr	1
charles_a_wickliffe	children	torcuato_de_alvear	-1
charles_a_wickliffe	children	robert_c_wickliffe	1
louise_of_mecklenburg-strelitz	children	johann_theodor_of_bavaria	-1
louise_of_mecklenburg-strelitz	children	alexandra_fyodorovna	1
sarah_lennox_duchess_of_richmond	children	elizabeth_of_rhuddlan	-1
sarah_lennox_duchess_of_richmond	children	charles_lennox_3rd_duke_of_richmond	1
henry_iii_holy_roman_emperor	children	infante_joao_duke_of_beja	-1
henry_iii_holy_roman_emperor	children	henry_iv_holy_roman_emperor	1
grand_duchess_alexandra_petrovna	children	sophie_of_sweden	-1
grand_duchess_alexandra_petrovna	children	grand_duke_peter_nicolaievich_of_russia	1
john_d_rockefeller_jr	children	clodoald	-1
john_d_rockefeller_jr	children	nelson_rockefeller	1
emperor_temmu	children	maria_sofia_of_the_palatinate	-1
emperor_temmu	children	empress_jito	1
louis_iv_of_france	children	edward_guinness_1st_earl_of_iveagh	-1
louis_iv_of_france	children	lothair_of_france	1
casimir_margrave_of_brandenburg_bayreuth	children	princess_louise_duchess_of_argyll	-1
casimir_margrave_of_brandenburg_bayreuth	children	louis_vi_elector_palatine	1
william_iv_prince_of_orange	children	blanche_of_brittany	-1
william_iv_prince_of_orange	children	william_v_prince_of_orange	1
james_mayer_de_rothschild	children	lady_caroline_lennox	-1
james_mayer_de_rothschild	children	charlotte_de_rothschild	1
chiang_kai-shek	children	jacques_duke_of_savoy	-1
chiang_kai-shek	children	chiang_wei-kuo	1
pedro_ii_of_brazil	children	solomon_rosowsky	-1
pedro_ii_of_brazil	children	afonso_prince_imperial_of_brazil	1
francis_iv_duke_of_modena	children	teodosio_prince_of_brazil	-1
francis_iv_duke_of_modena	children	archduchess_maria_beatrix_of_austria_este	1
archduke_franz_ferdinand_of_austria	children	ananda_mahidol	-1
archduke_franz_ferdinand_of_austria	children	prince_ernst_von_hohenberg	1
erekle_i_of_kakheti	children	john_drew_jr	-1
erekle_i_of_kakheti	children	teimuraz_ii	1
frances_polidori	children	lionel_de_rothschild	-1
frances_polidori	children	dante_gabriel_rossetti	1
francoise_marie_de_bourbon	children	marc_defeo	-1
francoise_marie_de_bourbon	children	duc_dorleans	1
eleanor_of_castile	children	gaston_comte_deu	-1
eleanor_of_castile	children	elizabeth_of_rhuddlan	1
agnese_del_maino	children	abdulmecid	-1
agnese_del_maino	children	bianca_maria_visconti	1
baruch_leib_rosowsky	children	lothair_of_france	-1
baruch_leib_rosowsky	children	solomon_rosowsky	1
robert_erskine_childers	children	grand_duke_nicholas_nicolaevich_the_younger	-1
robert_erskine_childers	children	erskine_hamilton_childers	1
elena_pavlovna_of_wurttemberg	children	anne_duchess_of_luxembourg	-1
elena_pavlovna_of_wurttemberg	children	grand_duchess_elizabeth_mikhailovna	1
amelie_of_orleans	children	otto_i_holy_roman_emperor	-1
amelie_of_orleans	children	luis_filipe_duke_of_braganza	1
george_iii_of_the_united_kingdom	children	cleopatra_i_of_egypt	-1
george_iii_of_the_united_kingdom	children	george_iv_of_the_united_kingdom	1
murad_ii	children	diana_beauclerk_duchess_of_st_albans	-1
murad_ii	children	mehmed_ii	1
antiochus_iii_the_great	children	henry_v_of_england	-1
antiochus_iii_the_great	children	cleopatra_i_of_egypt	1
leopold_grand_duke_of_baden	children	anne_van_keppel_countess_of_albemarle	-1
leopold_grand_duke_of_baden	children	olga_feodorovna_grand_duchess_of_russia	1
alexandre_vicomte_de_beauharnais	children	constans	-1
alexandre_vicomte_de_beauharnais	children	hortense_de_beauharnais	1
albert_of_saxe-coburg_and_gotha	children	eleanor_of_castile	-1
albert_of_saxe-coburg_and_gotha	children	princess_louise_duchess_of_argyll	1
princess_louise_of_denmark	children	louis_armand_i_prince_of_conti	-1
princess_louise_of_denmark	children	christian_prince_of_schaumburg_lippe	1
grand_duke_konstantin_nikolayevich_of_russia	children	charles_lennox_3rd_duke_of_richmond	-1
grand_duke_konstantin_nikolayevich_of_russia	children	grand_duke_dmitri_konstantinovich_of_russia	1
christian_bohr	children	dante_gabriel_rossetti	-1
christian_bohr	children	harald_bohr	1
olga_feodorovna_grand_duchess_of_russia	children	archduchess_marie_caroline_of_austria	-1
olga_feodorovna_grand_duchess_of_russia	children	grand_duke_alexei_mikhailovich_of_russia	1
shah_jahan	children	louis_vi_elector_palatine	-1
shah_jahan	children	dara_shikoh	1
sigurd_ii_of_norway	children	louis_v_duke_of_bavaria	-1
sigurd_ii_of_norway	children	haakon_ii_of_norway	1
aubrey_de_vere_20th_earl_of_oxford	children	edward_baker_lincoln	-1
aubrey_de_vere_20th_earl_of_oxford	children	diana_beauclerk_duchess_of_st_albans	1
charles_lennox_1st_duke_of_richmond	children	infanta_isabel_duchess_of_burgundy	-1
charles_lennox_1st_duke_of_richmond	children	anne_van_keppel_countess_of_albemarle	1
ernest_augustus_elector_of_brunswick_luneburg	children	christina_of_sweden	-1
ernest_augustus_elector_of_brunswick_luneburg	children	george_i_of_great_britain	1
mary_de_bohun	children	gunnhild_mother_of_kings	-1
mary_de_bohun	children	philippa_of_england	1
julia_grant	children	haakon_vii_of_norway	-1
julia_grant	children	frederick_dent_grant	1
charles_ii_of_naples	children	frederick_ix_of_denmark	-1
charles_ii_of_naples	children	blanche_of_anjou	1
david_kawananakoa	children	john_ernest_duke_of_saxe_coburg	-1
david_kawananakoa	children	abigail_kapiolani_kawananakoa	1
haile_selassie_i_of_ethiopia	children	hezekiah	-1
haile_selassie_i_of_ethiopia	children	princess_tsehai	1
john_iv_of_portugal	children	augustus_iii_of_poland	-1
john_iv_of_portugal	children	teodosio_prince_of_brazil	1
ethelwulf_of_wessex	children	thomas_bourchier	-1
ethelwulf_of_wessex	children	ethelbald_of_wessex	1
christian_x_of_denmark	children	alexandra_fyodorovna	-1
christian_x_of_denmark	children	frederick_ix_of_denmark	1
maximilian_i_of_bavaria	children	prince_gustav_adolf_duke_of_vasterbotten	-1
maximilian_i_of_bavaria	children	ludwig_i_of_bavaria	1
haakon_sigurdsson	children	orhan_i	-1
haakon_sigurdsson	children	eric_iii_of_denmark	1
prince_leopold_duke_of_albany	children	joanna_of_castile	-1
prince_leopold_duke_of_albany	children	carl_eduard_duke_of_saxe_coburg_and_gotha	1
shuja-ud-daula	children	grace_kelly	-1
shuja-ud-daula	children	saadat_ali_khan	1
charles_lennox_1st_duke_of_richmond	children	princess_cecilia_of_sweden_1807	-1
charles_lennox_1st_duke_of_richmond	children	charles_lennox_2nd_duke_of_richmond	1
gheorghe_i_tasca	children	louis_devreux	-1
gheorghe_i_tasca	children	gheorghe_tasca	1
cheryl_crowe	children	j_presper_eckert	-1
cheryl_crowe	children	stephanie_crowe	1
princess_margaret_of_connaught	children	giovanni_bellini	-1
princess_margaret_of_connaught	children	prince_bertil_duke_of_halland	1
john_i_of_portugal	children	prince_ernst_von_hohenberg	-1
john_i_of_portugal	children	infanta_isabel_duchess_of_burgundy	1
aurangzeb	children	qianlong_emperor	-1
aurangzeb	children	bahadur_shah_i	1
philip_ii_of_macedon	children	archduchess_maria_josepha_of_austria	-1
philip_ii_of_macedon	children	philip_iii_of_macedon	1
casimir_iv_jagiellon	children	iziaslav_i_of_kiev	-1
casimir_iv_jagiellon	children	john_i_albert_of_poland	1
edward_i_of_england	children	blanche_of_anjou	-1
edward_i_of_england	children	margaret_plantagenet	1
gustaf_vi_adolf_of_sweden	children	john_i_albert_of_poland	-1
gustaf_vi_adolf_of_sweden	children	prince_gustav_adolf_duke_of_vasterbotten	1
isabella_of_castile	children	constance_of_hungary	-1
isabella_of_castile	children	joanna_of_castile	1
frederica_of_baden	children	princess_elizabeth_of_england	-1
frederica_of_baden	children	princess_cecilia_of_sweden_1807	1
